<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
SANDP-FUT,1,20140210,133100,1789.1800000,1789.1800000,1788.9000000,1788.9000000
SANDP-FUT,1,20140210,133300,1788.8700000,1788.8700000,1788.3700000,1788.3700000
SANDP-FUT,1,20140210,133400,1788.3600000,1788.3600000,1788.1000000,1788.1000000
SANDP-FUT,1,20140210,133700,1788.1400000,1788.3900000,1788.1400000,1788.3900000
SANDP-FUT,1,20140210,133800,1788.4000000,1788.8500000,1788.4000000,1788.8500000
SANDP-FUT,1,20140210,133900,1788.8600000,1788.9000000,1788.8600000,1788.9000000
SANDP-FUT,1,20140210,134300,1788.9000000,1788.9000000,1788.9000000,1788.9000000
SANDP-FUT,1,20140210,134400,1788.9600000,1789.5500000,1788.9600000,1789.5500000
SANDP-FUT,1,20140210,134500,1789.5600000,1789.7000000,1789.5600000,1789.6900000
SANDP-FUT,1,20140210,134600,1789.7000000,1789.9000000,1789.7000000,1789.9000000
SANDP-FUT,1,20140210,135200,1789.9000000,1789.9000000,1789.9000000,1789.9000000
SANDP-FUT,1,20140210,135800,1789.8200000,1789.8200000,1789.7500000,1789.7500000
SANDP-FUT,1,20140210,135900,1789.7300000,1789.7300000,1789.7000000,1789.7000000
SANDP-FUT,1,20140210,140000,1789.7000000,1789.7000000,1789.7000000,1789.7000000
SANDP-FUT,1,20140210,140600,1789.6800000,1789.6800000,1789.6500000,1789.6500000
SANDP-FUT,1,20140210,140700,1789.6400000,1789.6400000,1789.5000000,1789.5000000
SANDP-FUT,1,20140210,140800,1789.7000000,1789.7000000,1789.7000000,1789.7000000
SANDP-FUT,1,20140210,140900,1789.7400000,1790.0000000,1789.7400000,1790.0000000
SANDP-FUT,1,20140210,141100,1790.0400000,1790.1900000,1790.0400000,1790.1900000
SANDP-FUT,1,20140210,141200,1790.2000000,1790.2000000,1790.2000000,1790.2000000
SANDP-FUT,1,20140210,141300,1790.2000000,1790.2000000,1790.2000000,1790.2000000
SANDP-FUT,1,20140210,141500,1789.8300000,1789.8300000,1789.7000000,1789.7000000
SANDP-FUT,1,20140210,141700,1789.6400000,1789.6400000,1789.5000000,1789.5000000
SANDP-FUT,1,20140210,141800,1789.4700000,1789.7000000,1789.4700000,1789.7000000
SANDP-FUT,1,20140210,142500,1789.6300000,1789.6300000,1789.5000000,1789.5000000
SANDP-FUT,1,20140210,142900,1789.4500000,1789.4600000,1789.4200000,1789.4600000
SANDP-FUT,1,20140210,143000,1789.4700000,1789.5700000,1789.4700000,1789.4800000
SANDP-FUT,1,20140210,143100,1789.4700000,1789.4700000,1789.4000000,1789.4000000
SANDP-FUT,1,20140210,143200,1789.3900000,1789.3900000,1789.3400000,1789.3400000
SANDP-FUT,1,20140210,143300,1789.3300000,1789.3300000,1788.8800000,1788.8800000
SANDP-FUT,1,20140210,143400,1788.8700000,1788.8700000,1788.4700000,1788.4700000
SANDP-FUT,1,20140210,143500,1788.4600000,1788.4600000,1788.3700000,1788.3700000
SANDP-FUT,1,20140210,143600,1788.3800000,1788.4000000,1788.3800000,1788.4000000
SANDP-FUT,1,20140210,143800,1788.5400000,1788.6300000,1788.5400000,1788.6300000
SANDP-FUT,1,20140210,143900,1788.6500000,1788.8900000,1788.6000000,1788.7800000
SANDP-FUT,1,20140210,144000,1788.7700000,1788.7800000,1788.5000000,1788.5000000
SANDP-FUT,1,20140210,144300,1788.4900000,1788.4900000,1788.4200000,1788.4200000
SANDP-FUT,1,20140210,144400,1788.4100000,1788.4100000,1788.2500000,1788.3000000
SANDP-FUT,1,20140210,144500,1788.3100000,1788.4000000,1788.3100000,1788.4000000
SANDP-FUT,1,20140210,150600,1788.3900000,1788.3900000,1788.3300000,1788.3300000
SANDP-FUT,1,20140210,150700,1788.3200000,1788.4500000,1788.3200000,1788.4500000
SANDP-FUT,1,20140210,150800,1788.4600000,1788.8700000,1788.4600000,1788.8700000
SANDP-FUT,1,20140210,150900,1788.8800000,1788.9000000,1788.8800000,1788.9000000
SANDP-FUT,1,20140210,152000,1788.8200000,1788.8200000,1787.8700000,1787.8700000
SANDP-FUT,1,20140210,152100,1787.7900000,1787.7900000,1787.3000000,1787.3000000
SANDP-FUT,1,20140210,152200,1787.3500000,1787.4500000,1787.3500000,1787.4400000
SANDP-FUT,1,20140210,152300,1787.4500000,1787.5800000,1787.4000000,1787.5800000
SANDP-FUT,1,20140210,152400,1787.5900000,1787.7000000,1787.5900000,1787.7000000
SANDP-FUT,1,20140210,152500,1787.7000000,1787.7000000,1787.7000000,1787.7000000
SANDP-FUT,1,20140210,152700,1787.7000000,1787.7700000,1787.7000000,1787.7700000
SANDP-FUT,1,20140210,152800,1787.7800000,1787.8000000,1787.7800000,1787.8000000
SANDP-FUT,1,20140210,152900,1787.7700000,1787.7700000,1787.5800000,1787.5800000
SANDP-FUT,1,20140210,153000,1787.5700000,1787.5700000,1787.4000000,1787.4000000
SANDP-FUT,1,20140210,153300,1787.4000000,1787.4000000,1787.3800000,1787.3800000
SANDP-FUT,1,20140210,153400,1787.3700000,1787.4000000,1787.3600000,1787.4000000
SANDP-FUT,1,20140210,153500,1787.4000000,1787.4000000,1787.4000000,1787.4000000
SANDP-FUT,1,20140210,153600,1787.4100000,1787.7100000,1787.4100000,1787.7100000
SANDP-FUT,1,20140210,153700,1787.7200000,1787.8000000,1787.6300000,1787.6300000
SANDP-FUT,1,20140210,153800,1787.6100000,1787.6100000,1787.2000000,1787.2000000
SANDP-FUT,1,20140210,154000,1787.1900000,1787.1900000,1787.0800000,1787.0800000
SANDP-FUT,1,20140210,154100,1787.0600000,1787.0600000,1786.8000000,1786.8000000
SANDP-FUT,1,20140210,154200,1786.7800000,1786.7800000,1786.6100000,1786.6100000
SANDP-FUT,1,20140210,154300,1786.6000000,1786.6000000,1786.5700000,1786.6000000
SANDP-FUT,1,20140210,154400,1786.6100000,1786.6200000,1786.6000000,1786.6000000
SANDP-FUT,1,20140210,154500,1786.6200000,1786.6500000,1786.6200000,1786.6500000
SANDP-FUT,1,20140210,154600,1786.6600000,1786.7000000,1786.6600000,1786.7000000
SANDP-FUT,1,20140210,154700,1786.7300000,1787.3000000,1786.7300000,1787.3000000
SANDP-FUT,1,20140210,154800,1787.3000000,1787.3000000,1787.3000000,1787.3000000
SANDP-FUT,1,20140210,155000,1787.2800000,1787.2800000,1787.2100000,1787.2100000
SANDP-FUT,1,20140210,155100,1787.2000000,1787.2000000,1787.1800000,1787.2000000
SANDP-FUT,1,20140210,155800,1787.2500000,1787.4400000,1787.2500000,1787.4400000
SANDP-FUT,1,20140210,155900,1787.4500000,1787.5000000,1787.4500000,1787.5000000
SANDP-FUT,1,20140210,160000,1787.5100000,1787.5400000,1787.5100000,1787.5200000
SANDP-FUT,1,20140210,160100,1787.5100000,1787.5100000,1787.4200000,1787.4500000
SANDP-FUT,1,20140210,160200,1787.4600000,1787.5000000,1787.4600000,1787.5000000
SANDP-FUT,1,20140210,160300,1787.5600000,1788.0400000,1787.5600000,1788.0400000
SANDP-FUT,1,20140210,160400,1788.0700000,1788.1000000,1788.0700000,1788.1000000
SANDP-FUT,1,20140210,161400,1788.0800000,1788.0800000,1787.6000000,1787.6000000
SANDP-FUT,1,20140210,161500,1787.5700000,1787.5700000,1787.5000000,1787.5000000
SANDP-FUT,1,20140210,161600,1787.4900000,1787.4900000,1787.4000000,1787.4000000
SANDP-FUT,1,20140210,161700,1787.4600000,1787.5000000,1787.4600000,1787.5000000
SANDP-FUT,1,20140210,161800,1787.5100000,1787.6000000,1787.5100000,1787.6000000
SANDP-FUT,1,20140210,162000,1787.8800000,1788.2100000,1787.8800000,1788.2100000
SANDP-FUT,1,20140210,162100,1788.2200000,1788.5000000,1788.2200000,1788.5000000
SANDP-FUT,1,20140210,162400,1788.4900000,1788.4900000,1788.4500000,1788.4500000
SANDP-FUT,1,20140210,162500,1788.4500000,1788.4900000,1788.4400000,1788.4900000
SANDP-FUT,1,20140210,162600,1788.5300000,1788.6800000,1788.5300000,1788.6800000
SANDP-FUT,1,20140210,162700,1788.7000000,1788.7000000,1788.7000000,1788.7000000
SANDP-FUT,1,20140210,163400,1788.8800000,1789.4000000,1788.8800000,1789.4000000
SANDP-FUT,1,20140210,163500,1789.4000000,1789.4000000,1789.4000000,1789.4000000
SANDP-FUT,1,20140210,163600,1789.4100000,1789.4500000,1789.4100000,1789.4500000
SANDP-FUT,1,20140210,163700,1789.4600000,1789.6000000,1789.4600000,1789.5100000
SANDP-FUT,1,20140210,163800,1789.4800000,1789.4800000,1789.1000000,1789.1500000
SANDP-FUT,1,20140210,163900,1789.1700000,1789.2000000,1789.1700000,1789.2000000
SANDP-FUT,1,20140210,164600,1789.2000000,1789.2000000,1789.2000000,1789.2000000
SANDP-FUT,1,20140210,164800,1789.3000000,1789.3700000,1789.3000000,1789.3700000
SANDP-FUT,1,20140210,164900,1789.3800000,1789.4800000,1789.3800000,1789.4800000
SANDP-FUT,1,20140210,165000,1789.4900000,1789.6000000,1789.4900000,1789.6000000
SANDP-FUT,1,20140210,165300,1789.6200000,1789.6800000,1789.6200000,1789.6800000
SANDP-FUT,1,20140210,165400,1789.6900000,1789.7000000,1789.6900000,1789.7000000
SANDP-FUT,1,20140210,165500,1789.6700000,1789.6700000,1789.4700000,1789.4700000
SANDP-FUT,1,20140210,165600,1789.4500000,1789.4500000,1789.2000000,1789.3400000
SANDP-FUT,1,20140210,165700,1789.3500000,1789.5300000,1789.3500000,1789.5300000
SANDP-FUT,1,20140210,165800,1789.5400000,1789.6000000,1789.5400000,1789.6000000
SANDP-FUT,1,20140210,165900,1789.6100000,1789.6400000,1789.6100000,1789.6400000
SANDP-FUT,1,20140210,170000,1789.6500000,1789.8000000,1789.6500000,1789.8000000
SANDP-FUT,1,20140210,170500,1789.7300000,1789.7300000,1789.4800000,1789.4800000
SANDP-FUT,1,20140210,170600,1789.4700000,1789.4700000,1789.2300000,1789.2900000
SANDP-FUT,1,20140210,170700,1789.3000000,1789.4000000,1789.3000000,1789.4000000
SANDP-FUT,1,20140210,170800,1789.3900000,1789.3900000,1789.3200000,1789.3200000
SANDP-FUT,1,20140210,170900,1789.3100000,1789.3100000,1789.3000000,1789.3000000
SANDP-FUT,1,20140210,171000,1789.3600000,1789.3800000,1789.2900000,1789.2900000
SANDP-FUT,1,20140210,171100,1789.2800000,1789.3400000,1789.2300000,1789.3400000
SANDP-FUT,1,20140210,171200,1789.3500000,1789.4000000,1789.3500000,1789.4000000
SANDP-FUT,1,20140210,171800,1789.1500000,1789.1500000,1789.0800000,1789.0800000
SANDP-FUT,1,20140210,171900,1788.8800000,1788.8800000,1788.7200000,1788.8500000
SANDP-FUT,1,20140210,172000,1788.9300000,1789.2500000,1788.9300000,1789.2500000
SANDP-FUT,1,20140210,172100,1789.2600000,1789.8100000,1789.2600000,1789.8100000
SANDP-FUT,1,20140210,172200,1789.8200000,1790.2700000,1789.8200000,1790.2500000
SANDP-FUT,1,20140210,172300,1790.2400000,1790.2400000,1790.1800000,1790.2000000
SANDP-FUT,1,20140210,172400,1790.2900000,1790.6700000,1790.2900000,1790.6700000
SANDP-FUT,1,20140210,172500,1790.6800000,1791.0100000,1790.6800000,1791.0100000
SANDP-FUT,1,20140210,172600,1791.0200000,1791.1000000,1791.0200000,1791.1000000
SANDP-FUT,1,20140210,172700,1791.0800000,1791.0800000,1790.9200000,1790.9200000
SANDP-FUT,1,20140210,172800,1790.8600000,1790.8600000,1790.7000000,1790.7000000
SANDP-FUT,1,20140210,172900,1790.7300000,1790.8200000,1790.7300000,1790.8200000
SANDP-FUT,1,20140210,173000,1790.8300000,1790.9000000,1790.8300000,1790.9000000
SANDP-FUT,1,20140210,173100,1790.8400000,1790.8400000,1790.7200000,1790.7200000
SANDP-FUT,1,20140210,173200,1790.7000000,1790.7000000,1790.7000000,1790.7000000
SANDP-FUT,1,20140210,173700,1790.6100000,1790.6100000,1790.3100000,1790.3100000
SANDP-FUT,1,20140210,173800,1790.3000000,1790.3000000,1790.1000000,1790.1000000
SANDP-FUT,1,20140210,174300,1790.2700000,1790.7500000,1790.2700000,1790.7500000
SANDP-FUT,1,20140210,174400,1790.7600000,1790.9000000,1790.7600000,1790.9000000
SANDP-FUT,1,20140210,175000,1790.8500000,1790.8500000,1789.9500000,1789.9500000
SANDP-FUT,1,20140210,175100,1789.9000000,1789.9000000,1789.5000000,1789.5000000
SANDP-FUT,1,20140210,175800,1789.5700000,1790.3000000,1789.5700000,1790.3000000
SANDP-FUT,1,20140210,175900,1790.3000000,1790.3000000,1790.3000000,1790.3000000
SANDP-FUT,1,20140210,180000,1790.2900000,1790.2900000,1790.2800000,1790.2800000
SANDP-FUT,1,20140210,180100,1790.2900000,1790.3000000,1790.2800000,1790.3000000
SANDP-FUT,1,20140210,180600,1790.3200000,1790.3800000,1790.3200000,1790.3800000
SANDP-FUT,1,20140210,180700,1790.3900000,1790.9900000,1790.3900000,1790.9900000
SANDP-FUT,1,20140210,180800,1791.0100000,1791.2900000,1791.0100000,1791.2900000
SANDP-FUT,1,20140210,180900,1791.3000000,1791.3000000,1791.2100000,1791.2200000
SANDP-FUT,1,20140210,181000,1791.2100000,1791.3000000,1791.2100000,1791.3000000
SANDP-FUT,1,20140210,181100,1791.4200000,1791.5500000,1791.4200000,1791.5500000
SANDP-FUT,1,20140210,181200,1791.5700000,1792.3000000,1791.5700000,1792.3000000
SANDP-FUT,1,20140210,181300,1792.2100000,1792.2100000,1791.1600000,1791.1600000
SANDP-FUT,1,20140210,181400,1791.1500000,1791.1500000,1790.5000000,1790.5000000
SANDP-FUT,1,20140210,183100,1790.7500000,1791.0000000,1790.7500000,1790.7800000
SANDP-FUT,1,20140210,183200,1790.6700000,1790.6700000,1790.0000000,1790.1000000
SANDP-FUT,1,20140210,183300,1790.1500000,1790.7500000,1790.1500000,1790.7500000
SANDP-FUT,1,20140210,183400,1790.8300000,1792.1900000,1790.8300000,1792.1900000
SANDP-FUT,1,20140210,183500,1792.2000000,1792.3000000,1791.4600000,1791.4600000
SANDP-FUT,1,20140210,183600,1791.3400000,1791.3400000,1790.6500000,1790.6900000
SANDP-FUT,1,20140210,183700,1790.5300000,1790.5900000,1789.0800000,1789.0800000
SANDP-FUT,1,20140210,183800,1789.0300000,1789.0300000,1788.5700000,1788.9600000
SANDP-FUT,1,20140210,183900,1788.9700000,1790.1800000,1788.9700000,1790.1800000
SANDP-FUT,1,20140210,184000,1790.3000000,1790.9000000,1790.3000000,1790.6900000
SANDP-FUT,1,20140210,184100,1790.6800000,1790.6800000,1790.4200000,1790.5800000
SANDP-FUT,1,20140210,184200,1790.6000000,1790.6000000,1790.5000000,1790.5000000
SANDP-FUT,1,20140210,184400,1790.7600000,1791.1500000,1790.7600000,1791.1500000
SANDP-FUT,1,20140210,184500,1791.3700000,1791.9200000,1791.3700000,1791.9200000
SANDP-FUT,1,20140210,184600,1791.9400000,1792.3000000,1791.9400000,1792.0800000
SANDP-FUT,1,20140210,184700,1792.0000000,1792.0000000,1792.0000000,1792.0000000
SANDP-FUT,1,20140210,184800,1792.0700000,1792.4200000,1792.0700000,1792.4200000
SANDP-FUT,1,20140210,184900,1792.4800000,1792.8000000,1792.4800000,1792.8000000
SANDP-FUT,1,20140210,185000,1792.7800000,1792.7800000,1792.7500000,1792.7500000
SANDP-FUT,1,20140210,185100,1792.7000000,1792.7000000,1792.7000000,1792.7000000
SANDP-FUT,1,20140210,185300,1791.9000000,1791.9000000,1791.5000000,1791.5000000
SANDP-FUT,1,20140210,185400,1791.6000000,1791.8700000,1791.6000000,1791.8700000
SANDP-FUT,1,20140210,185500,1791.8500000,1791.9000000,1791.8000000,1791.8000000
SANDP-FUT,1,20140210,185600,1791.4000000,1791.4000000,1791.0000000,1791.0000000
SANDP-FUT,1,20140210,185700,1791.7000000,1791.7000000,1791.7000000,1791.7000000
SANDP-FUT,1,20140210,185900,1791.8000000,1791.8000000,1791.8000000,1791.8000000
SANDP-FUT,1,20140210,190000,1791.8500000,1792.0000000,1791.8500000,1792.0000000
SANDP-FUT,1,20140210,190100,1791.7500000,1791.7500000,1791.5000000,1791.5000000
SANDP-FUT,1,20140210,190200,1791.0000000,1791.0000000,1791.0000000,1791.0000000
SANDP-FUT,1,20140210,190500,1791.0500000,1791.2000000,1791.0300000,1791.0300000
SANDP-FUT,1,20140210,190600,1790.9500000,1790.9500000,1790.7000000,1790.7000000
SANDP-FUT,1,20140210,190900,1790.8500000,1791.0000000,1790.8500000,1791.0000000
SANDP-FUT,1,20140210,191000,1790.9500000,1790.9500000,1790.8700000,1790.8700000
SANDP-FUT,1,20140210,191100,1790.8500000,1790.8500000,1790.8000000,1790.8000000
SANDP-FUT,1,20140210,191200,1791.4200000,1791.7600000,1791.4200000,1791.7600000
SANDP-FUT,1,20140210,191300,1792.0000000,1792.5000000,1791.5000000,1791.5000000
SANDP-FUT,1,20140210,191400,1791.3000000,1791.7000000,1791.2000000,1791.7000000
SANDP-FUT,1,20140210,191500,1791.6500000,1791.6500000,1791.5700000,1791.5700000
SANDP-FUT,1,20140210,191600,1791.5500000,1791.5500000,1791.5000000,1791.5000000
SANDP-FUT,1,20140210,191900,1791.6000000,1791.6500000,1791.6000000,1791.6500000
SANDP-FUT,1,20140210,192000,1791.7000000,1791.8000000,1791.7000000,1791.8000000
SANDP-FUT,1,20140210,192100,1792.0000000,1792.0000000,1792.0000000,1792.0000000
SANDP-FUT,1,20140210,192200,1792.2000000,1792.2000000,1792.2000000,1792.2000000
SANDP-FUT,1,20140210,192300,1791.8000000,1791.8000000,1791.8000000,1791.8000000
SANDP-FUT,1,20140210,192400,1791.7300000,1791.7300000,1791.5000000,1791.5000000
SANDP-FUT,1,20140210,192500,1791.4000000,1791.5300000,1791.2000000,1791.5300000
SANDP-FUT,1,20140210,192600,1791.5300000,1791.5800000,1791.5000000,1791.5000000
SANDP-FUT,1,20140210,192700,1791.5700000,1791.7000000,1791.5700000,1791.7000000
SANDP-FUT,1,20140210,192800,1791.6300000,1791.6300000,1791.5500000,1791.5500000
SANDP-FUT,1,20140210,192900,1791.5000000,1791.5000000,1791.3000000,1791.3000000
SANDP-FUT,1,20140210,193000,1791.4800000,1791.9000000,1791.4800000,1791.9000000
SANDP-FUT,1,20140210,193100,1791.8700000,1791.8700000,1791.8000000,1791.8000000
SANDP-FUT,1,20140210,193200,1791.8000000,1791.8000000,1790.8300000,1790.8300000
SANDP-FUT,1,20140210,193300,1790.7600000,1790.7600000,1790.0800000,1790.0800000
SANDP-FUT,1,20140210,193400,1789.9300000,1789.9300000,1789.8000000,1789.8700000
SANDP-FUT,1,20140210,193500,1789.9000000,1790.0000000,1789.9000000,1790.0000000
SANDP-FUT,1,20140210,193700,1790.0000000,1790.0000000,1790.0000000,1790.0000000
SANDP-FUT,1,20140210,193800,1790.1000000,1790.1000000,1790.1000000,1790.1000000
SANDP-FUT,1,20140210,193900,1790.2000000,1790.2000000,1790.1300000,1790.1300000
SANDP-FUT,1,20140210,194000,1790.1000000,1790.1000000,1789.7300000,1789.7300000
SANDP-FUT,1,20140210,194100,1789.6800000,1789.6800000,1789.5000000,1789.5000000
SANDP-FUT,1,20140210,194200,1789.6700000,1789.7700000,1789.6700000,1789.7000000
SANDP-FUT,1,20140210,194300,1789.7700000,1789.7700000,1789.5000000,1789.5000000
SANDP-FUT,1,20140210,194400,1789.8000000,1789.8000000,1789.4000000,1789.4000000
SANDP-FUT,1,20140210,194500,1789.3000000,1789.3000000,1788.8300000,1788.8300000
SANDP-FUT,1,20140210,194600,1788.8200000,1788.8200000,1788.4700000,1788.4700000
SANDP-FUT,1,20140210,194700,1788.4200000,1788.4200000,1788.2000000,1788.2000000
SANDP-FUT,1,20140210,194800,1788.2000000,1788.2700000,1788.1800000,1788.2700000
SANDP-FUT,1,20140210,194900,1788.2800000,1788.3300000,1787.7500000,1787.7500000
SANDP-FUT,1,20140210,195000,1787.5000000,1787.7000000,1787.2000000,1787.7000000
SANDP-FUT,1,20140210,195100,1787.8300000,1788.0500000,1787.8300000,1788.0300000
SANDP-FUT,1,20140210,195200,1788.0000000,1788.0000000,1788.0000000,1788.0000000
SANDP-FUT,1,20140210,195400,1787.8800000,1787.8800000,1787.8800000,1787.8800000
SANDP-FUT,1,20140210,195500,1787.8300000,1787.8300000,1787.5000000,1787.5000000
SANDP-FUT,1,20140210,195600,1787.7300000,1787.9400000,1787.7300000,1787.9400000
SANDP-FUT,1,20140210,195700,1788.0000000,1788.5000000,1788.0000000,1788.5000000
SANDP-FUT,1,20140210,195800,1788.5500000,1788.5700000,1788.4800000,1788.4800000
SANDP-FUT,1,20140210,195900,1788.4700000,1788.4700000,1788.2000000,1788.2000000
SANDP-FUT,1,20140210,200300,1788.0000000,1788.0000000,1788.0000000,1788.0000000
SANDP-FUT,1,20140210,200400,1787.9000000,1787.9000000,1787.5300000,1787.5300000
SANDP-FUT,1,20140210,200500,1787.4400000,1787.4400000,1787.0000000,1787.0000000
SANDP-FUT,1,20140210,200600,1787.1000000,1787.1000000,1787.1000000,1787.1000000
SANDP-FUT,1,20140210,200700,1787.1300000,1787.1300000,1787.0700000,1787.0700000
SANDP-FUT,1,20140210,200800,1787.0000000,1787.0000000,1787.0000000,1787.0000000
SANDP-FUT,1,20140210,201000,1787.7500000,1787.7500000,1787.7500000,1787.7500000
SANDP-FUT,1,20140210,201100,1788.0000000,1788.5000000,1788.0000000,1788.5000000
SANDP-FUT,1,20140210,201400,1788.5000000,1788.5000000,1788.5000000,1788.5000000
SANDP-FUT,1,20140210,201500,1788.3800000,1788.3800000,1788.3300000,1788.3300000
SANDP-FUT,1,20140210,201600,1788.3000000,1788.3000000,1788.0700000,1788.1000000
SANDP-FUT,1,20140210,201700,1788.0000000,1788.2000000,1788.0000000,1788.2000000
SANDP-FUT,1,20140210,202000,1788.4800000,1789.4000000,1788.4800000,1789.4000000
SANDP-FUT,1,20140210,202100,1789.5000000,1789.5000000,1789.5000000,1789.5000000
SANDP-FUT,1,20140210,202800,1789.7000000,1789.7000000,1789.7000000,1789.7000000
SANDP-FUT,1,20140210,203100,1789.7700000,1789.9000000,1789.7700000,1789.9000000
SANDP-FUT,1,20140210,203200,1790.1000000,1790.7000000,1790.1000000,1790.7000000
SANDP-FUT,1,20140210,203500,1790.5800000,1790.5800000,1790.1000000,1790.1000000
SANDP-FUT,1,20140210,203600,1790.0700000,1790.0700000,1790.0000000,1790.0000000
SANDP-FUT,1,20140210,203800,1790.0000000,1790.0000000,1790.0000000,1790.0000000
SANDP-FUT,1,20140210,204000,1790.0000000,1790.0000000,1790.0000000,1790.0000000
SANDP-FUT,1,20140210,204100,1790.2500000,1791.1400000,1790.2500000,1791.1400000
SANDP-FUT,1,20140210,204200,1791.1700000,1791.1700000,1791.0000000,1791.0000000
SANDP-FUT,1,20140210,204400,1791.1700000,1791.1700000,1791.1700000,1791.1700000
SANDP-FUT,1,20140210,204500,1791.1300000,1791.1700000,1791.0000000,1791.0000000
SANDP-FUT,1,20140210,204900,1791.4700000,1791.7000000,1791.4700000,1791.7000000
SANDP-FUT,1,20140210,205000,1792.0000000,1792.1000000,1792.0000000,1792.1000000
SANDP-FUT,1,20140210,205100,1792.2000000,1792.2000000,1792.2000000,1792.2000000
SANDP-FUT,1,20140210,205400,1791.9500000,1791.9500000,1791.7000000,1791.7000000
SANDP-FUT,1,20140210,210700,1791.2500000,1791.2500000,1790.5800000,1790.5800000
SANDP-FUT,1,20140210,210800,1790.5000000,1790.5000000,1790.3000000,1790.3000000
SANDP-FUT,1,20140210,211500,1790.8000000,1790.9000000,1790.8000000,1790.9000000
SANDP-FUT,1,20140210,211600,1790.9300000,1791.3800000,1790.9300000,1791.3800000
SANDP-FUT,1,20140210,211700,1791.5000000,1791.5000000,1791.5000000,1791.5000000
